,vote_average,runtime,original_language,genres,year,season,rating,revenue_adj,budget_adj
5115,7.132,101,en,"Drama, Family",2003,Winter,PG-13,71635443.04,13842597.69
5116,6.606,139,en,"Drama, Romance",2007,Fall,R,7156706.758,69895660.42
5117,5.258,90,en,"Thriller, Mystery",2015,Fall,R,22140.52296,10762193.69
5118,5.734,94,en,"Comedy, Crime",2013,Fall,R,362420.1355,16383533.09
5119,6.909,116,en,"Romance, Drama",2014,Fall,PG-13,19648625.01,9408505.617
5120,6.989,186,hi,"Action, Romance, Thriller",2008,Winter,PG-13,113200682.2,13554292.21
5121,6.708,125,en,"Drama, Mystery, Science Fiction",1978,Fall,R,95577600,60364800
5122,4.418,84,en,"Comedy, Family",1997,Winter,PG,148208673.8,59283469.52
5124,6.984,129,en,"Drama, Comedy",2010,Fall,PG-13,26297230.44,11607526.06
5125,7.3,160,en,"Drama, Music, Comedy",1975,Summer,R,60292735.42,13276007.68
5126,7.223,101,es,"Drama, Thriller, Crime",2004,Winter,R,21136814.92,5092872.57
5127,6.476,101,en,"Romance, Comedy",1995,Winter,PG-13,149564870.3,52295409.18
5129,5.441,92,en,"Action, Crime",1996,Fall,R,41438082.9,91632124.35
5130,6.162,84,en,"Horror, Thriller",2020,Fall,R,292288.3704,2437483.283
5132,7.868,137,ko,"Drama, Action, History, War",2011,Winter,R,23775248.85,36404916.83
5133,6.376,134,en,"Crime, Drama, Mystery",1991,Winter,R,114721000.2,70074294.21
5135,5.658,100,en,"Crime, Horror, Thriller",2018,Summer,R,839402.4763,6342110.89
5136,6.682,120,en,"Comedy, Drama, History",1999,Fall,PG-13,9485007.878,86110772.98
5138,6.259,115,en,"Crime, Drama",1990,Winter,R,68443426.46,37017268.45
5139,5.692,107,en,"Music, Comedy, Drama, Romance",2009,Fall,PG,114971376,26802688.23
5140,6.281,103,en,"Horror, Fantasy, Action",1989,Summer,R,23611027.2,18173410.4
5141,6.058,108,en,"Drama, Comedy",2016,Winter,R,817220.2401,4644684.192
5142,6.2,97,en,"Drama, Action, Thriller, Crime",2007,Summer,R,642192.0085,34171211.76
5143,6.758,104,cn,"Comedy, Action",1992,Winter,PG-13,18969705.33,22766111.51
5144,7.037,105,en,Drama,2017,Summer,PG-13,1315068.476,906279.4691
5146,4.524,105,en,"Thriller, Horror, Mystery",2007,Summer,R,14942758.7,18638842.78
5147,6.3,111,en,"Drama, Romance",2001,Winter,R,44332807.83,68230725.3
5148,6.624,89,en,"Comedy, Mystery",1982,Spring,PG,60666764.03,30006362.67
5150,6.6,91,en,"Romance, Comedy, Drama",1999,Fall,PG-13,43234131.4,15308581.86
5152,5.956,110,en,Comedy,1980,Fall,R,282070951.2,60616966.58
5153,6.379,137,en,"Action, Drama, Thriller",1970,Spring,PG,835814525.8,83174603.17
5154,6,127,en,"Drama, Thriller",1969,Winter,PG,52988764.04,35325842.7
5155,6.8,139,cn,"Drama, Action, History",2009,Winter,PG-13,9834408.116,34247879.4
5156,6.496,116,en,"Drama, Crime",1995,Winter,R,1108173.19,16734530.94
5157,6.111,100,en,"Family, Comedy, Drama",1995,Winter,PG,37002509.97,20918163.67
5158,7.1,116,en,"Crime, Drama, Music",2005,Summer,R,38848640.63,13189302.57
5159,6.472,98,en,"Drama, Comedy, Romance",2012,Fall,PG-13,82558761.57,15257759.25
5160,6.382,100,en,Drama,1999,Summer,PG-13,19355813.07,47839318.32
5161,5.822,99,en,Comedy,1989,Winter,PG-13,39981502.89,51924029.73
5162,6.677,128,fr,"Drama, History, War",2006,Fall,R,36408409.45,22989409.98
5163,5.963,103,en,"Comedy, Horror",1988,Fall,R,1970451.049,5434745.03
5164,6.315,109,en,"Drama, Thriller, Mystery, Romance",1993,Winter,PG-13,308848375.1,66143057.5
5165,6.342,102,en,"Thriller, Crime, Drama, Mystery",1995,Fall,R,33763635.64,56479041.92
5166,5.943,87,en,"Horror, Comedy",1996,Summer,R,11403108.81,30544041.45
5167,5.53,118,en,Thriller,1996,Winter,R,46334750.91,89595854.92
5168,5.842,86,en,"Action, Comedy",2002,Spring,PG-13,73859098.31,44381705.25
5169,5.178,104,en,"Comedy, Horror",2004,Winter,R,8490930.518,14429805.62
5170,6.13,110,en,"Drama, Romance",2018,Winter,R,4231346.033,946206.1606
5171,4.072,88,en,"Family, Adventure, Animation, Comedy, Fantasy",2000,Summer,PG,65440683.7,141554502.4
5172,6.201,93,en,"Thriller, Comedy, Fantasy, Horror",1990,Spring,R,40286073.4,8637362.637
5173,6.463,78,en,"Comedy, Drama",2015,Summer,R,9692798.894,807164.5265
5174,5.557,93,en,"Horror, Thriller, Mystery",1986,Spring,R,41542125.24,24096350.36
5175,4.931,91,en,"Science Fiction, Horror, Thriller",2000,Winter,PG-13,27618179.3,167630331.8
5176,6.551,110,en,"Crime, Drama",1974,Spring,PG,86358798.28,20240343.35
5177,5.62,100,en,"Comedy, Science Fiction",1988,Fall,PG,10642054.13,27173725.15
5179,5.5,89,en,"Comedy, Romance",2009,Spring,R,6837111.141,8934229.409
5180,6.357,110,en,"Comedy, Drama, Romance",1987,Fall,PG,75525201.93,42410071.94
5181,6.456,94,en,"Romance, Comedy, Family",1984,Summer,G,78677134.45,24683022.57
5183,5.926,111,en,"Comedy, Drama",2016,Fall,PG-13,56382916.22,22559894.65
5184,5.52,85,en,"Horror, Comedy, Thriller",2010,Summer,R,226622.437,3627351.895
5185,6,96,en,"Comedy, Crime, Romance, Drama",1993,Spring,R,24432332.67,41890603.09
5186,5.1,93,en,"Action, Comedy, Fantasy, Science Fiction, Adventure",2019,Winter,R,500742.7536,26229977.12
5187,3.703,101,en,"Horror, Thriller, Crime",2002,Summer,R,33556146.34,71010728.4
5188,4.017,97,en,"Science Fiction, Comedy, Family",1999,Spring,PG,69751134.5,22962872.79
5190,6.7,93,en,"Thriller, Horror, Mystery",1972,Fall,R,7649635.036,3824817.518
5191,5.5,133,en,"Drama, Romance",1999,Fall,R,142768925.2,122468654.9
5192,6.761,107,en,"Action, Crime",2018,Summer,R,26059880.78,20294754.85
5194,6.154,160,en,"Drama, War",2008,Fall,R,13887687.58,67026719.73
5195,5.974,106,en,"Adventure, Drama",1992,Winter,PG-13,103587621.8,91064446.05
5197,6.429,98,en,Comedy,1999,Summer,PG-13,20229158.1,19135727.33
5199,6.687,120,fr,"Drama, History",2010,Fall,PG-13,60103867.17,5803763.031
5201,6.682,111,en,"Drama, Music, Romance",1984,Summer,R,211018174.4,22214720.31
5202,6.159,102,en,"Mystery, Action, Drama, Thriller, Crime",2004,Spring,R,13772336.14,32679265.66
5203,7.214,137,en,"War, Drama, History",1989,Fall,PG-13,26420766.26,23365813.38
5204,6.942,107,en,"Family, Drama",2014,Fall,PG,70462359.03,48386600.32
5206,7.296,94,en,"Comedy, Romance",1972,Spring,G,504875912.4,30598540.15
5207,6.9,116,zh,"Action, Drama",2018,Fall,PG-13,116324935.5,55816917.94
5208,6,99,en,"Drama, Thriller",2008,Fall,PG-13,831131.3246,14522455.94
5209,4.352,91,en,"Action, Adventure, Thriller",2002,Fall,R,35370502.4,124268774.7
5210,6.4,116,en,"Fantasy, Comedy, Romance",1999,Spring,PG-13,30754921.83,21049300.06
5211,6.848,90,en,"Crime, Drama",2004,Winter,R,1025268.246,848812.095
5213,6.717,111,en,Drama,1988,Summer,PG,53403538.35,62499567.85
5214,6.954,104,en,"Drama, Comedy",2009,Spring,PG-13,11727459.65,8934229.409
5215,6.54,94,fr,"Adventure, Family",2007,Winter,G,45991670.74,20192079.68
5216,6.492,76,en,"Animation, Comedy, Family",2002,Summer,PG,27071611.72,5325804.63
5218,4.538,95,en,Comedy,1996,Winter,PG-13,27286010.36,17308290.16
5219,6.835,121,en,Drama,2014,Fall,PG-13,28993236.13,12096650.08
5220,6.216,94,en,"History, Drama",2013,Fall,PG-13,1928042.845,13652944.24
5221,5.899,103,en,"Comedy, Fantasy, Family",1991,Spring,PG-13,32417148.66,15855476.97
5223,7.581,90,en,Documentary,2007,Fall,G,169302821.9,23298553.47
5224,6.126,113,en,"Crime, Drama",2009,Winter,R,1544631.477,37225955.87
5226,6.29,124,en,"Comedy, Drama",1989,Spring,PG,27944134.22,38943022.3
5227,5.328,111,en,"Comedy, Romance, Drama",2004,Summer,PG-13,37408013.12,59416846.65
5228,6.706,130,en,Drama,2021,Winter,R,2644218.639,1322109.319
5229,6.512,109,en,"Drama, War",2017,Fall,R,12219715.65,25893699.12
5230,6.898,131,zh,"Action, Drama",2011,Winter,R,48058593.27,41401670.13
5231,6.58,114,en,Drama,2022,Fall,R,6552237.786,16112060.13
5232,5.998,86,en,"Horror, Fantasy",1987,Spring,PG-13,38280625.86,7068345.324
5233,5.669,98,en,"Comedy, Crime",1990,Summer,PG-13,40097016.34,22210361.07
5235,5.482,87,en,"Science Fiction, Action",2017,Summer,R,31611.02788,5178739.824
5237,5.642,85,en,"Horror, Mystery",2008,Fall,R,253591.8704,8936895.964
5238,6.662,108,fr,"Drama, Romance, Comedy",2017,Summer,R,106505.9632,16624720.67
5239,6.358,86,en,"Family, Fantasy, Animation, Adventure",2013,Winter,G,87648086.03,46420010.42
5241,5.489,108,en,"Crime, Drama",2011,Fall,R,1388400.725,17131725.57
5242,6.199,95,en,"Comedy, Horror, Science Fiction",1984,Fall,PG-13,44487822.15,9256133.464
5243,6.943,149,en,"Comedy, Romance, Music",1969,Winter,G,293276020.4,211955056.2
5244,7.04,144,en,"Music, History, Drama",2022,Winter,PG-13,44039631.02,53706867.1
5245,7.509,110,en,"Comedy, Drama",1981,Fall,PG,18972413.79,1716551.724
5246,5.929,94,en,"Comedy, Drama, Music, Romance",2014,Fall,PG-13,392592.7461,4704252.809
5247,5.673,102,en,"Drama, Fantasy, Horror, Mystery, Romance, Thriller",2003,Fall,R,20003948.3,60561364.89
5248,6.676,75,en,"Animation, Family",2003,Spring,G,108786459.3,79594936.71
5249,5.893,113,en,"Drama, History",2018,Fall,R,4112522.78,31710554.45
5250,6.79,105,en,"Comedy, Romance",1997,Winter,PG,22699403.34,31617850.41
5251,7.5,134,en,"Crime, Drama",1967,Winter,R,124303162.1,33446808.51
5252,6.849,107,en,"Science Fiction, Thriller, Mystery, Crime",2019,Summer,R,6619946.606,6245232.647
5253,4.96,103,en,"Crime, Drama",2020,Summer,R,1046022.795,25106077.81
5254,5.7,105,en,"Action, Thriller",1997,Fall,R,32069290.08,118566939
5256,6.114,100,en,"Romance, Comedy, Thriller",1986,Spring,R,85611180.24,51635036.5
5257,6.139,110,en,"Action, Drama",2003,Winter,PG-13,40680973.88,41527793.07
5258,6.952,105,en,Drama,1998,Winter,R,12551929.72,19455445.54
5259,5.179,98,en,"Crime, Action, Thriller",2002,Fall,PG-13,34144230.56,44381705.25
5260,5.7,91,en,"Action, Adventure, Horror, Science Fiction, Thriller",2009,Spring,R,8747399.781,44671147.04
5261,6.238,102,en,Thriller,1990,Fall,R,135729984.3,44420722.14
5262,6.744,101,ja,"Animation, Action, Science Fiction",2004,Spring,R,2481907.892,16976241.9
5263,6.777,85,en,"Comedy, Mystery, Crime",1991,Winter,PG-13,6390147.299,32701337.3
5264,6.68,89,en,"Comedy, Crime",1990,Summer,R,37659281.14,37017268.45
5265,5.9,79,en,"Thriller, Horror",1984,Fall,R,7687095.427,3285927.38
5266,6.022,108,en,"Drama, Thriller, Crime, Romance",2006,Spring,R,3995400.908,28538577.91
5268,6.249,122,en,"Crime, Drama, Thriller",1997,Fall,R,44304512.88,94853551.23
5269,5.815,90,en,Comedy,1996,Spring,PG,77290257.25,79414507.77
5270,4.823,94,en,"Action, Science Fiction, Adventure",2017,Summer,R,22714176.85,7768109.735
5271,6.284,118,en,"Horror, Science Fiction, Thriller",1978,Spring,R,120729600,27667200
5273,6.275,110,en,"Action, Comedy",1978,Summer,PG,226368000,60364800
5274,6.291,129,en,"Drama, Adventure",1996,Winter,PG-13,20973575.13,77378238.34
5275,5.437,85,en,Comedy,2018,Summer,R,6417718.999,24100021.38
5276,5.7,84,en,"Mystery, Horror, Science Fiction",1998,Summer,R,34076173.96,29183168.32
5277,6.924,192,en,"Drama, History",1995,Winter,R,28619739.96,92039920.16
5278,5.448,100,en,"Comedy, Drama, Romance",2006,Fall,PG-13,28233483.07,31709531.01
5279,7.432,114,en,"Drama, History",1971,Summer,R,86894472.36,15798994.97
5280,5.767,141,en,"Drama, Romance",2004,Fall,PG-13,27372239.49,39045356.37
5281,5.326,117,en,Horror,2005,Spring,R,414630.4562,49459884.64
5282,6.633,115,en,Drama,2014,Summer,PG,40494158.45,20161083.47
5283,4.555,91,en,"Science Fiction, Horror",2017,Summer,R,1708422.248,6473424.779
5284,5.937,100,en,"Comedy, Drama",2016,Spring,PG-13,5662822.854,4246568.404
5285,6.837,120,it,"Drama, Romance",2009,Fall,R,17890292.58,5360537.645
5286,6.579,132,en,"Action, History, War",2005,Summer,R,16761133.87,131893025.7
5288,5.424,92,en,"Thriller, Drama",1992,Spring,R,4165752.191,6829833.454
5289,7.552,129,en,Drama,2011,Fall,PG-13,49285434.68,1427643.797
5290,6.075,101,en,Thriller,1996,Winter,R,54730012.83,40725388.6
5291,6.486,100,en,"Action, Crime, Thriller",1971,Summer,R,95754690.93,31597989.95
5292,4.687,86,en,"Adventure, Animation, Comedy, Family",2016,Winter,PG,22642834.11,9289368.384
5293,6.81,110,en,"Thriller, Crime, Romance, Drama",1994,Spring,R,12564393.87,5376196.99
5294,6.932,115,en,"Drama, Music",2000,Spring,PG-13,49145378.26,54014218.01
5295,6.242,103,en,"Adventure, Action",2014,Fall,R,15825.10645,6048325.04
5297,6.029,124,en,"Crime, Drama, Mystery, Thriller",1992,Fall,R,25931691.51,45532223.03
5298,6.1,101,en,"Drama, Thriller",2011,Spring,R,872270.3732,14276437.97
5299,6.628,102,en,"Drama, Romance",1984,Fall,PG-13,34337345.64,37024533.86
5301,7.196,123,en,"Crime, Drama, Thriller",1996,Fall,R,84690249.73,18326424.87
5302,6.214,94,en,"Comedy, Romance",1993,Fall,PG,24574945.92,66143057.5
5303,5.743,108,en,"Crime, Drama, Mystery",2002,Fall,R,39826216.13,71010728.4
5304,6.417,93,en,"Comedy, Drama",2007,Winter,PG-13,1624353.403,15532368.98
5305,5.043,114,en,"Comedy, Romance",2008,Fall,PG-13,74485372.67,23831722.57
5306,5.721,89,en,"Adventure, Comedy, Action, Crime",1994,Spring,PG-13,17223892.19,55912448.7
5307,6.53,131,ru,"War, Action, Drama",2013,Fall,R,93016851.05,40958832.73
5308,7.021,104,en,"Drama, Comedy",1973,Winter,R,73802816.9,16974647.89
5309,5.231,94,en,"Comedy, Adventure",1991,Winter,PG-13,19807183.65,93432392.27
5310,7.069,162,hi,"Comedy, Thriller, Drama",2007,Fall,PG,58568593.36,14134455.77
5311,5.3,110,en,"Western, Drama",2016,Summer,PG-13,5971.736818,13270526.26
5312,6.135,93,en,"Comedy, Romance",1997,Winter,PG-13,18538454.71,49402891.26
5313,7.26,178,en,"Adventure, Drama, Action, History",1976,Spring,PG,84820143.88,56546762.59
5315,6,76,en,"Horror, Thriller, Mystery",2013,Winter,R,559946.8369,682647.2121
5316,5.815,93,en,"Comedy, Crime",2001,Spring,R,24239862.94,32319817.25
5317,6.6,113,en,Drama,2007,Fall,R,4425392.483,24851790.37
5318,6.74,217,en,"Drama, Western, Romance",1980,Fall,R,14080638.39,177809768.6
5319,6.51,107,en,"Action, Crime",1983,Spring,PG,39324521.91,16073619.63
5320,6.679,107,en,"Comedy, Drama, Music",2005,Summer,PG-13,16404414.34,16486628.21
5321,6.576,94,en,"Comedy, Drama, Romance",1992,Summer,PG,77282352.1,6829833.454
5322,5.669,104,en,Horror,1982,Fall,R,41791584.99,16670201.48
5323,6.689,101,en,"Romance, Drama",2003,Fall,R,17995377,6921298.844
5324,6.136,103,en,"Family, Comedy",1993,Summer,PG,124571096.2,68347826.09
5325,6.447,109,en,"Comedy, Drama",1997,Spring,R,81476827.19,55331238.21
5326,6.185,104,en,"Science Fiction, Adventure, Comedy, Drama",2007,Winter,PG,17288907.51,20192079.68
5327,6.565,82,en,"Science Fiction, Family, Comedy, Animation",2001,Winter,G,79831474.81,17955454.03
5329,6.594,99,en,"Drama, Romance",2001,Summer,PG-13,30397008.97,23342090.23
5330,6.9,110,en,"Music, Drama",2013,Fall,PG-13,22594908.67,27305888.48
5331,7.823,89,da,"Documentary, Animation",2021,Summer,PG-13,856040.5441,4086519.715
5334,5.383,100,en,"Comedy, Music, War",2015,Fall,R,4063621.379,20179113.16
5335,7.5,108,en,"Drama, History",2018,Spring,PG-13,28572056.87,6342110.89
5336,6.27,90,en,"Drama, Science Fiction, Comedy",1975,Spring,R,41638387.72,2413819.578
5337,5.95,92,en,"Crime, Thriller",2001,Fall,R,21546544.83,26933181.04
5339,6.039,92,en,"Thriller, Crime",1992,Summer,R,84621766.26,27319333.82
5340,6.969,135,en,"Drama, Mystery, Romance",1996,Summer,R,27021219.99,10181347.15
5341,6.475,90,en,Comedy,2011,Fall,R,4629566.162,178455.4747
5342,5.954,95,en,"Science Fiction, Comedy, Horror",2020,Fall,R,116248.4527,2071860.791
5343,7,123,en,"Drama, War, Thriller",1986,Spring,R,4302919.708,12908759.12
5344,6.925,130,en,"Drama, Thriller",2001,Fall,R,80374323.85,3052427.184
5347,5.818,86,en,"Comedy, Horror, Fantasy",2007,Fall,R,268812.497,2329855.347
5348,6.289,97,en,"Action, Horror, Science Fiction, Thriller",1988,Summer,R,19790219.14,8152117.545
5349,6.747,99,en,"Comedy, Drama",1999,Summer,R,7654290.931,1148143.64
5351,5.4,100,en,Comedy,2009,Summer,R,30589.31246,8934229.409
5352,5.169,113,en,"Drama, Thriller, Crime, Mystery",2006,Winter,R,23236154.53,59716974.28
5353,6.438,102,en,"Romance, Comedy, Drama",2008,Winter,PG-13,267496.191,4766344.514
5354,4.87,94,en,"Western, Horror, Thriller",1999,Fall,R,18402.82897,9567863.664
5355,6.2,98,en,"Horror, Science Fiction, Music",2008,Summer,R,280210.415,12660602.62
5356,6.811,93,en,Drama,1978,Summer,PG,52316160,50304000
5358,6.219,96,en,"Action, Crime, Drama, Thriller",1993,Fall,R,923712.0505,3307152.875
5359,6.29,121,ja,"Adventure, Action, Comedy, Western, Thriller",2007,Fall,R,4232971.283,5902300.213
5360,6.05,90,en,"Animation, Fantasy, Action, Science Fiction",2004,Summer,PG,49520393.65,33952483.8
5361,5.226,91,en,"Action, Adventure, Thriller",1998,Fall,R,85603960.4,68094059.41
5362,5.937,101,en,"Comedy, Romance",2003,Winter,PG-13,30163302.41,34606494.22
5364,4.997,89,en,"Thriller, Horror",2022,Winter,R,140167.4042,9130167.407
5365,6.207,114,en,"Action, Drama, Thriller",1997,Fall,PG-13,20831268.58,98805782.53
5366,5.7,108,en,"Crime, Comedy",2010,Winter,R,297355.7989,17411289.09
5367,6.533,109,en,"Action, Crime, Thriller",1993,Fall,R,26759139.6,46300140.25
5370,5.631,91,en,"Comedy, Crime",2009,Spring,PG-13,142959.5828,29780764.7
5371,5.958,100,en,"Action, Thriller, Crime",2021,Winter,R,62702.83735,24038351.26
5372,4.231,100,en,"Romance, Comedy",2015,Winter,PG-13,32941.7296,34977129.48
5373,5.4,96,en,"Comedy, Crime, Horror",1999,Summer,PG-13,17119275.18,24876445.53
5375,5.518,103,en,"Comedy, Family",2005,Summer,PG,27712396.44,74189826.95
5376,5.108,89,es,"Horror, Thriller",2012,Fall,R,81157.40851,2774138.045
5377,6.9,100,en,"Comedy, Drama, Romance",1987,Fall,R,9108462.043,8482014.388
5378,5.955,97,en,"Horror, Thriller, Mystery",2008,Winter,R,1695510.881,5213189.312
5379,5.5,78,en,"Comedy, Fantasy",1996,Summer,PG-13,9405557.005,26471502.59
5380,4.572,102,en,"Action, Comedy",2007,Fall,R,227923.5357,23298553.47
5383,6.339,112,en,"Crime, Drama, Mystery, Thriller",2007,Winter,R,12938151.16,32617974.86
5384,6.462,101,en,Fantasy,2005,Winter,PG,1605159.555,6594651.285
5385,5.841,90,en,"Adventure, Drama, Horror",2007,Summer,R,1975027.697,1087265.829
5386,6.678,97,en,Comedy,1989,Summer,PG-13,15985220.16,12981007.43
5387,6.4,94,en,"Comedy, Mystery, Thriller",1977,Winter,PG,166943917,21578051.28
5389,5.676,100,en,Thriller,2015,Fall,PG-13,81083945.24,16143290.53
5390,5.091,93,en,"Adventure, Fantasy, Animation, Comedy, Science Fiction",2001,Winter,PG-13,9713033.38,134665905.2
5391,6.926,121,en,"Drama, Adventure",2018,Spring,R,3114010.694,10147377.42
5392,7.01,112,en,Drama,2006,Spring,PG,30042283.51,12683812.41
5393,5.608,105,en,"Thriller, Action",2017,Summer,PG-13,3368963.163,85695197.23
5394,6.324,100,en,"Family, Science Fiction, Action",1985,Summer,PG,23366544.75,29800947.87
5395,5.757,137,en,"History, War, Drama",2004,Spring,PG-13,43832590.38,181645788.3
5396,5.818,90,de,"Animation, Adventure, Comedy, Family",2016,Winter,PG,53182225.86,17915210.45
5397,4.856,121,en,"Comedy, Drama, Romance",2000,Fall,R,42548845.32,42838862.56
5398,7.196,72,fr,"Drama, Fantasy, Family",2021,Summer,PG,1231454.687,3725944.446
5400,6.9,88,cn,Action,2007,Summer,R,9595470.417,12425895.19
5401,6.675,136,en,"Drama, Comedy",1982,Summer,R,99061578.76,56678685.05
5403,5.867,122,en,"Drama, Thriller",2000,Winter,R,197399.6161,14900473.93
5404,7.881,95,fr,"Animation, Adventure, Mystery",2021,Fall,PG,2111230.699,11838888
5405,6.07,87,en,"Family, Science Fiction, Fantasy, Comedy",1999,Summer,G,42672671.94,45925745.59
5406,6.633,121,hu,Drama,2014,Summer,R,379509.547,2956958.908
5407,6.609,84,en,"Comedy, Romance",1986,Summer,R,20474734.88,502007.2993
5408,5.9,83,en,"Action, Crime, Drama, Thriller",2009,Fall,R,289235.2538,14890382.35
5409,7,171,en,"Drama, Romance",1979,Fall,PG,92530483.99,55238653
5410,4.439,89,en,"Action, Adventure, Comedy",1994,Fall,PG-13,5034935.36,7526675.787
5411,5.717,105,en,Comedy,1994,Spring,PG,65860955,53761969.9
5412,5.957,118,en,"Drama, Thriller",1996,Fall,R,35390619.26,77378238.34
5413,6.861,195,en,"Drama, History, Romance",1981,Winter,PG,145934574.6,126482758.6
5415,6.39,100,en,"Drama, Thriller",2007,Summer,R,29401020.88,24851790.37
5416,5.962,107,en,Drama,2016,Fall,R,1613285.934,2654105.252
5417,5.776,115,en,"Action, Adventure, Comedy",1980,Winter,PG,285656824.6,60616966.58
5419,5.51,95,en,"Adventure, Family",1996,Spring,PG,40888330.88,51985958.55
5420,7.662,130,ru,"Drama, Action, War",2019,Spring,R,6175768.173,4371662.853
5421,5.311,99,en,"Drama, Action, Thriller",2005,Summer,R,6867793.498,41216570.53
5422,6.5,141,hi,"Romance, Comedy, Action",2013,Summer,PG-13,84648254.3,24575299.64
5424,6.103,97,en,"Comedy, Drama, Romance",2007,Fall,R,538339.483,7766184.491
5425,6.529,97,en,"Comedy, Crime, Drama",1994,Spring,R,24599741.99,23655266.76
5426,6.149,78,en,"Animation, Comedy, Drama",1972,Spring,NC-17,191240875.9,6502189.781
5427,6.106,123,en,"Action, Drama, Thriller",1974,Fall,PG,537493470,47227467.81
5428,6.803,126,fr,"Music, Comedy, Drama",2020,Fall,PG-13,13566122.77,31565408.51
5429,6.479,105,en,Drama,2015,Fall,R,1921056.954,14798016.32
5430,7.076,140,ru,"Adventure, Drama, History, Thriller",2017,Spring,PG,12777170.74,9159945.261
5432,6.564,102,fr,Drama,2016,Spring,PG-13,374735.7747,2786810.515
5433,6.333,112,en,"Mystery, Drama, Comedy",1993,Winter,R,13854964.21,33071528.75
5434,6.946,131,en,"Drama, Thriller",1983,Winter,R,114444171.8,32147239.26
5435,6.704,114,en,"Comedy, Crime, Romance, Thriller",1976,Winter,PG,288835570.5,36755395.68
5436,6.941,159,ru,"Crime, Drama, Mystery",2007,Summer,PG-13,11707450.12,6212947.593
5437,6.406,123,en,"Drama, History",2003,Fall,PG-13,50895598.02,51909741.33
5438,5.784,104,en,"Drama, Horror, Thriller",1996,Winter,R,25207797.85,95704663.21
5439,6.58,103,en,"Crime, Drama, Mystery, Thriller",2002,Winter,R,1201320.447,31954827.78
5440,6.78,128,en,"Mystery, Crime, Drama",1995,Fall,R,27343215.3,52295409.18
5442,5.544,99,en,"Crime, Thriller",2004,Summer,R,22069114.47,45835853.13
5443,6.64,98,en,"Crime, Drama, Thriller",1993,Spring,R,5511921.459,17638148.67
5444,5.306,100,en,"Comedy, Romance",2002,Summer,PG-13,30055619.22,51482778.09
5445,6.234,90,en,"Horror, Comedy",1988,Fall,R,8450767.654,3260847.018
5447,5.954,96,en,"Comedy, Drama",1994,Spring,PG-13,58188309.01,43009575.92
5448,6.677,115,en,"Romance, Drama",1982,Winter,PG,4393121.536,20004241.78
5449,6.049,96,en,"Comedy, Drama, Romance",1999,Fall,R,112709493.3,95678636.64
5451,6.086,99,fr,"Romance, Drama, Comedy",2014,Fall,R,207929.3182,13037500.64
5453,6.337,85,en,"Animation, Adventure, Comedy, Family",2015,Spring,G,1034553.536,8071645.265
5454,5.175,101,en,"Comedy, Romance",1999,Fall,PG-13,70633063.81,97592209.37
5456,6.581,114,en,"Comedy, Drama, Music, Romance",1989,Fall,R,47845147.96,33750619.32
5457,5.824,99,en,Thriller,2013,Winter,R,1412518.593,13652944.24
5458,5.803,111,en,"Comedy, Drama, Romance",1998,Spring,R,91257496.92,29183168.32
5459,5.595,77,en,Horror,1982,Fall,R,12002545.07,733488.8653
5461,6.072,100,en,"Horror, Drama, Thriller",2003,Spring,PG-13,14819514.8,38067143.64
5462,5.724,108,en,"Drama, War, Thriller, Mystery",2006,Winter,R,9377947.933,50735249.62
5464,5.993,100,en,"Adventure, Comedy, Drama, Family",1989,Winter,PG,37070901.4,15577208.92
5465,6.408,111,en,Music,1975,Spring,PG,206692504,30172744.72
5466,6.677,126,en,"Comedy, Drama, Romance",1996,Fall,PG-13,83657816.33,85523316.06
5467,5.973,92,en,Drama,2014,Fall,PG-13,1372191.566,8064433.386
5468,5.853,118,en,"Thriller, Action, Drama",2010,Fall,R,188195.7219,36273518.95
5469,5.89,102,en,"History, Drama",2020,Summer,PG-13,559464.5693,6093708.208
5470,6.582,107,pl,"Action, Science Fiction",2001,Winter,R,15847652.5,14364363.22
5471,6.64,97,en,Drama,2008,Spring,R,8129095.895,1489482.661
5472,6.544,120,fr,"Drama, Romance",2016,Fall,R,63364.1088,13668642.05
5474,7.064,118,en,"Drama, Music, History",1993,Summer,R,86206451.61,33071528.75
5475,6.279,111,en,"Drama, Romance",2009,Fall,PG-13,2665469.272,17868458.82
5476,5.347,110,en,"Science Fiction, Action, Crime",1992,Winter,R,38996131.6,68298334.54
5477,6.897,126,en,"Adventure, Family",1960,Winter,G,433035030.7,53651877.13
5480,6.863,119,en,"War, Action, Drama, History",2019,Summer,R,2595980.835,29895707.6
5481,6.293,95,en,"Horror, Fantasy",1984,Fall,R,13542753.77,6170755.643
5483,6,90,en,"Comedy, Family",2006,Winter,PG,34799995.81,41222390.32
5484,5.25,94,en,"Adventure, Family, Science Fiction, Thriller",2002,Spring,PG,68868482.07,46156973.46
5485,5.45,85,en,"Comedy, Horror",1994,Spring,R,4861419.677,4300957.592
5486,6.91,90,en,"Drama, Fantasy",1992,Winter,PG-13,12242802.02,9106444.605
5487,5.839,89,en,"Family, Fantasy, Comedy",2009,Summer,PG,43141172.17,59561529.39
5488,6.253,143,en,Drama,1998,Spring,R,101362871.3,126460396
5489,4.991,89,en,"Comedy, Drama",2009,Summer,PG-13,9551776.747,22335573.52
5490,5.594,92,en,"Family, Action, Adventure",2004,Winter,PG,28777619.38,30557235.42
