,vote_average,runtime,original_language,genres,year,season,rating,revenue_adj,budget_adj
4452,5.645,106,en,"Thriller, Drama, Mystery",2016,Winter,R,2720140.718,14597578.89
4454,6.786,104,en,"Mystery, Thriller, Crime",2023,Fall,PG-13,92658746.31,61910075.48
4455,6.165,79,en,"Family, Animation, Comedy, Adventure",1998,Fall,G,195511046.6,58366336.63
4457,7.427,105,en,Thriller,1962,Spring,PG,1079440000,366800000
4458,5,100,en,"Comedy, Horror",1995,Fall,R,41417964.07,29285429.14
4459,6.241,90,es,"Animation, Comedy, Adventure, Family",2012,Summer,PG,31902587.52,14564224.74
4460,6.594,127,en,"Thriller, Mystery",1966,Summer,PG,128528301.9,29660377.36
4461,5.877,90,en,"Crime, Drama, Horror, Mystery, Thriller",2009,Winter,R,1514948.989,29780764.7
4462,6.999,92,en,"Fantasy, Drama, Romance",2004,Winter,PG-13,5092872.57,904278.5702
4463,5.457,101,en,"Horror, Mystery",2009,Fall,R,40510952.9,18612977.93
4464,6.362,127,zh,"Adventure, History, Action, Fantasy",2015,Winter,R,163512299.7,87442823.71
4465,5.7,106,en,"Crime, Drama, Thriller",2000,Spring,PG-13,94621958.1,27938388.63
4466,6.656,92,en,"Drama, Horror",2000,Spring,R,15420159.63,14900473.93
4467,5.209,100,en,"Adventure, Action",1996,Summer,PG,35229271.38,91632124.35
4468,6.324,76,en,"Family, Fantasy, Animation, Adventure",1992,Spring,G,74469986.05,54638667.63
4469,6.189,106,en,"Action, Crime, Thriller",2002,Fall,R,23814186.28,53258046.3
4470,6.511,77,en,"Family, Animation, Comedy",2000,Winter,G,84848016.44,55876777.25
4471,5.948,90,en,"Horror, Fantasy",1997,Fall,R,31101627.74,9880578.253
4472,6.463,85,en,"Horror, Thriller",2014,Spring,R,162873.3289,427414.9695
4473,5.354,91,en,"Horror, Thriller",2016,Winter,PG-13,8415975.333,6635263.131
4474,6.09,103,en,Comedy,1998,Summer,R,13671905.79,48638613.86
4475,5.661,102,en,"Comedy, Crime, Romance",1999,Summer,PG-13,103838765.2,143517955
4476,5.767,121,en,"Romance, Thriller, Mystery",1994,Summer,R,42420452.26,86019151.85
4477,5.507,87,en,"Comedy, Romance, Drama",2003,Spring,PG-13,33786344.53,51909741.33
4478,6.322,155,en,"Mystery, Crime",1997,Fall,R,49610887.32,69164047.77
4479,6.699,109,en,"Drama, Action, Thriller, Crime, War",2011,Winter,R,8177847.76,27267996.53
4480,6.678,108,en,"Comedy, Romance",1988,Summer,R,138281652.5,19021607.61
4482,7.142,122,en,"Crime, Drama",1995,Winter,R,61708582.83,41836327.35
4483,5.91,87,en,"Thriller, Action, Drama",2017,Fall,R,415211.9388,12946849.56
4484,5.755,92,en,Comedy,2012,Spring,PG,76038154.26,41612070.68
4485,6.633,103,en,Comedy,2005,Winter,R,30606933.97,278624.0168
4486,6.254,102,en,"Science Fiction, Horror, Thriller",1985,Summer,R,34579663.96,74502369.67
4488,5.217,84,en,Action,2004,Winter,PG-13,79017949.98,67904967.6
4490,4.715,105,en,"Crime, Romance, Thriller",2018,Summer,R,2545347.858,2536844.356
4491,6.73,103,en,Comedy,2018,Summer,PG-13,22406677.77,24100021.38
4492,6.572,109,en,"Science Fiction, Drama, Mystery",1993,Spring,PG-13,43843040.31,33071528.75
4493,5.652,117,en,"Comedy, Romance",1992,Summer,R,159590441.7,91064446.05
4494,7.024,113,en,"Crime, Thriller, Romance",1981,Summer,R,86943662.84,32524137.93
4495,6.698,82,en,"Comedy, Action, Fantasy",1987,Summer,PG-13,10659036.47,33928057.55
4496,5.888,88,en,Comedy,2002,Spring,PG-13,55330473.11,23078486.73
4497,5.909,99,en,"Science Fiction, Comedy, Romance",1992,Winter,PG-13,32687658.04,91064446.05
4499,6.431,98,en,Comedy,2000,Winter,R,111431942.7,20488151.66
4500,6.409,115,en,"Western, Action, Drama",2006,Fall,R,1934373.349,28538577.91
4501,6.093,94,en,"Drama, Romance, Comedy",2016,Spring,PG-13,28401512.63,3981157.879
4502,6.402,101,en,"Drama, Action, Comedy, Crime",2009,Fall,R,66205.61799,5211633.822
4503,6.9,105,en,"Comedy, Drama",1983,Fall,R,181310429.4,25717791.41
4504,6.654,95,en,"Thriller, Science Fiction",2002,Fall,R,1594838.826,13314511.58
4505,7.287,130,fr,"Drama, Mystery",2013,Spring,PG-13,14515464.9,15018238.67
4506,6.226,92,en,"Horror, Comedy",1987,Spring,R,39582733.81,9895683.453
4507,7.973,131,en,"Action, Drama",2023,Summer,PG-13,219354798.8,15477518.87
4508,7.109,110,en,Drama,1993,Summer,PG,16020692.95,26457223
4509,6.939,114,en,"Adventure, Western, Romance, Comedy",1970,Spring,PG,42003174.6,20793650.79
4510,5.166,102,en,"Action, Drama, Thriller, Crime",2000,Fall,R,36157849.52,118458767.8
4511,6.5,100,en,"Crime, Drama, Thriller",2009,Fall,R,1292059.323,1191230.588
4513,6.49,120,en,"Fantasy, Drama, Thriller, Science Fiction",2005,Fall,R,934150.4898,19783953.85
4514,6.457,117,da,"Drama, Comedy",1998,Spring,R,14076.01485,4863861.386
4515,6.515,120,en,Drama,2016,Fall,R,21049132.82,11279947.32
4516,6.657,109,fr,"Action, Drama, War",2011,Fall,R,4889177.476,14276437.97
4517,5.483,90,en,"Action, Comedy",2010,Spring,R,13526968.34,14509407.58
4518,7.686,179,en,"Drama, Romance",1971,Fall,G,658062345.5,71095477.39
4519,6.2,97,en,"Action, Adventure, Thriller",2022,Winter,R,189099.7308,6981892.723
4520,7,197,en,"Action, Adventure, Comedy",1963,Fall,G,620526315.8,97215789.47
4521,6.611,101,en,"Drama, War",2000,Fall,R,276964.4218,18625592.42
4522,5.137,86,en,"Comedy, Animation, Family",2011,Spring,PG,19304355.3,42829313.92
4523,5.844,110,en,"Drama, Thriller",2011,Fall,R,14739624.16,35691094.94
4524,6.911,95,en,"Drama, Romance, Comedy",2012,Spring,R,12675505.56,1387069.023
4525,7.28,224,hi,"Adventure, Romance, Drama",2001,Summer,PG,14543917.76,9336836.094
4526,7.32,86,fr,"Animation, Family, Adventure, Fantasy",2015,Winter,PG,21162057.94,22869661.58
4527,6.283,82,en,"Comedy, Crime",1998,Winter,R,33969246.83,15564356.44
4528,4.116,99,en,"Action, Fantasy, Horror",2005,Fall,R,6018072.68,41216570.53
4529,7.225,114,en,"Drama, Romance, History",2019,Summer,PG-13,302412.9005,14988558.35
4530,5.495,96,en,"Horror, Thriller",2001,Winter,R,29267390.06,17955454.03
4531,5.637,117,en,"Action, Adventure, Comedy, Crime, Thriller",1997,Winter,R,63211123.87,108686360.8
4533,6.991,111,en,"Action, Thriller, Drama, Adventure",1985,Fall,R,23650067.99,26820853.08
4534,7.079,123,en,"Action, Crime, Thriller",1972,Fall,PG,281006428.6,25643519.65
4535,4.139,88,en,"Action, Adventure, Science Fiction",2021,Spring,R,420379.0811,24038351.26
4536,5.719,83,en,"Action, Comedy, Crime",2005,Fall,PG-13,22232457.2,54405873.1
4537,5.113,144,en,"Science Fiction, Thriller, Comedy",2007,Fall,R,582064.655,26405027.27
4538,5.389,89,en,"Drama, Thriller, Action, Science Fiction",2016,Spring,R,5194654.612,331763.1566
4539,6.2,110,en,"Drama, Romance, Comedy",2002,Fall,R,21006432.73,7101072.84
4540,6.2,88,en,"Comedy, Crime",1987,Winter,PG-13,163748035.9,39582733.81
4541,6.575,132,en,"Action, Adventure, Drama, Romance, War",2002,Fall,PG-13,53049709.7,62134387.35
4542,7.225,118,en,"Drama, Romance",2018,Fall,R,10144553.92,12684221.78
4543,6.816,141,en,"Drama, History",2013,Fall,PG-13 ,37318732.52,47785304.85
4544,5.803,90,en,"Horror, Thriller",2005,Fall,PG-13,16565226.56,1648662.821
4545,4.644,88,en,"Horror, Thriller",2013,Winter,PG-13,20724216.38,6826472.121
4547,6.197,89,en,"Action, Crime, Thriller",1990,Fall,R,41591336.84,9871271.586
4548,7.186,106,en,"Comedy, Drama, War",2015,Spring,PG-13,8725396.066,26905484.22
4549,5.901,110,en,Comedy,2006,Summer,R,30409391.09,27745839.64
4550,6.707,118,en,"Drama, Romance, Comedy",1991,Fall,R,53194646.39,67738484.4
4551,4.605,92,en,"Horror, Mystery, Thriller",2019,Winter,PG-13,23144494.95,6245232.647
4552,5.706,100,en,"Action, Comedy, Romance",2012,Summer,R,19973793.92,2774138.045
4553,5.7,124,en,"Action, Adventure",1995,Winter,PG-13,20954398.12,204998004
4554,5.968,104,en,"Adventure, Romance, Drama",2002,Summer,PG-13,92034659.95,44381705.25
4555,5.205,118,en,"Family, Fantasy, Comedy, Science Fiction",1992,Winter,PG-13,52997073.91,113830557.6
4556,6.101,103,en,"Comedy, Drama, Fantasy",1986,Fall,PG-13,118711361.4,51635036.5
4557,6.875,93,en,"Fantasy, Music",1988,Fall,PG,182063958.5,59782195.33
4558,6.34,102,en,"Fantasy, Thriller",2007,Spring,PG-13,41642456.76,46597106.95
4559,6.917,118,en,Drama,2004,Fall,PG-13,103989533.3,50928725.7
4560,7.129,128,en,Documentary,2009,Fall,R,25963628.58,29780764.7
4562,6.191,108,en,"Horror, Science Fiction",1995,Fall,R,12094641.68,41836327.35
4564,5.997,136,en,"Science Fiction, Action, Adventure, Thriller",1982,Summer,PG,235674453.4,60012725.34
4565,6.838,87,en,Documentary,2010,Fall,PG-13,4419482.845,43528.22274
4566,5.826,108,en,"Horror, Mystery, Thriller",1981,Spring,R,73979339.09,18068965.52
4567,6.488,104,en,"Western, Adventure",1990,Summer,PG-13,145601255.9,49356357.93
4568,6.378,104,en,Action,2019,Winter,PG-13,18985507.25,18735697.94
